Année;Code INSEE région;Région;Parc installé éolien (MW);Parc installé solaire (MW);Géo-shape région;Géo-point région
2017;11;Île-de-France;70.0;91.0;"{""coordinates"": [[[3.4850192327, 48.8518453231], [3.4521275594, 48.8561443605], [3.3692840489, 48.8938168454], [3.3660718099, 48.9230625668], [3.3302940035, 48.908707003], [3.3132602963, 48.9212500556], [3.304410963, 48.948779527], [3.2649258263, 48.9387881477], [3.2518896386, 48.9723337703], [3.2311562677, 48.9769453923], [3.197691223, 49.0086421437], [3.1685846938, 49.0169941965], [3.1899068492, 49.0460291722], [3.1818195845, 49.0626886881], [3.1534213943, 49.0833536887], [3.1652323745, 49.0998630469], [3.1369157459, 49.1076831444], [3.0673365334, 49.1142364681], [3.0500146673, 49.0860648441], [3.0085402021, 49.0916081605], [2.9753119203000002, 49.0739407128], [2.9014422368, 49.085340721], [2.8701627695000003, 49.0700985248], [2.809213065, 49.0975333641], [2.7838677682, 49.0889038391], [2.7872821475, 49.0755272157], [2.7537944059, 49.060778406], [2.7061849283, 49.0653092568], [2.6731445025, 49.0910913506], [2.6354283362, 49.1019855304], [2.5902992026, 49.0799040422], [2.5579330068, 49.098719837], [2.5562227745, 49.1190390827], [2.5030133518, 49.1176657715], [2.4477034751, 49.1360056324], [2.4131224269000002, 49.1524177814], [2.3912001751, 49.1493140169], [2.3459501080000003, 49.1623464195], [2.3132052631, 49.1858369584], [2.2850854979, 49.1657109739], [2.2537802876, 49.1526332929], [2.2198226692, 49.1795897184], [2.1638294851, 49.1662975198], [2.1650187749, 49.1789327468], [2.1279786185, 49.1935880206], [2.1110442124, 49.1869809072], [2.0721381947, 49.2043402858], [2.0217778062, 49.1888083686], [2.0026799923, 49.1760192252], [1.9735796087000002, 49.1838614114], [1.9619612409, 49.174324655], [1.8947051076, 49.1660942394], [1.8451894568, 49.1699643265], [1.8030754865, 49.1851083694], [1.7548581868, 49.1745912945], [1.7398899653000002, 49.1920752347], [1.7296621206, 49.2291973032], [1.7043501372, 49.2324344954], [1.674690935, 49.2116559513], [1.6527099031999999, 49.1293518325], [1.6206014461, 49.0973544937], [1.5978843741, 49.0839741401], [1.5207432746, 49.0690421432], [1.4797033899, 49.0519627049], [1.4463000571, 49.0463299507], [1.4806716484, 49.0010378183], [1.4614947013, 48.9889549829], [1.4966377348, 48.9694720022], [1.5013974067, 48.9410340374], [1.5073354256, 48.9275656034], [1.538411011, 48.922547684], [1.5387754293, 48.9047119699], [1.5607853851, 48.8877434524], [1.5459604306, 48.8723734398], [1.5842243429, 48.860358494], [1.5841891969000002, 48.8263389896], [1.5753971934000002, 48.7908803909], [1.5878942258, 48.7737488694], [1.6267527684, 48.7481037603], [1.579029927, 48.7020917979], [1.6118463019, 48.6892911767], [1.6011165576000002, 48.6683652058], [1.6213087518, 48.6496645171], [1.6512304787, 48.6382057756], [1.6635534308, 48.61687234], [1.7149744462, 48.6146683827], [1.7018522206000002, 48.5850484095], [1.7270006556, 48.5726026006], [1.7574537358, 48.5750899936], [1.7779715274, 48.5526438201], [1.7755503464, 48.5276782345], [1.7854002984, 48.4901289885], [1.8033407373, 48.4725220529], [1.8324312593, 48.467489867], [1.8459968678, 48.4472474877], [1.8707849231, 48.4398319783], [1.9064630851, 48.4397576511], [1.9294953228, 48.4571314384], [1.9397359156, 48.4198239614], [1.9733126651, 48.4013608613], [1.9836873806000002, 48.3605260756], [1.9704671416, 48.3390441652], [1.9790847818000001, 48.3186306845], [1.9592016491000002, 48.30868755], [1.9722516183, 48.2882194478], [2.0407870714, 48.2845586701], [2.0786787573, 48.293757008], [2.1556102451, 48.3040594204], [2.1805367281, 48.311743224], [2.1879929366, 48.3324090279], [2.2126021786, 48.3404930054], [2.237995829, 48.3162632587], [2.2956015467, 48.3079068102], [2.3126569287, 48.3306015829], [2.3349969995, 48.3275485663], [2.3581495566, 48.308868952], [2.3998067555, 48.3162404898], [2.4188911986, 48.3015987653], [2.4235097287, 48.2602169092], [2.4531868897, 48.2501003927], [2.4686961215, 48.255334036], [2.506634005, 48.2258136628], [2.5229816346, 48.1948610273], [2.4831561496, 48.1646006578], [2.4599146474999998, 48.1368669172], [2.4903633433, 48.1266387936], [2.5215766186, 48.1275821046], [2.5379128778, 48.1406572326], [2.5747182548, 48.1312995981], [2.6438827284, 48.1374559441], [2.6626537399, 48.1223127709], [2.7032908357, 48.1242801908], [2.7205655623, 48.1369633346], [2.7556234507, 48.1458865158], [2.7552075523, 48.1602018671], [2.7799998604000002, 48.1676219894], [2.7985530519, 48.1524283707], [2.8007816726, 48.1316316816], [2.8363213152, 48.134057416], [2.8701063784, 48.1564970373], [2.9366236841, 48.1634557975], [2.9402519357, 48.1829727346], [2.9709647621, 48.19421017], [2.9732387335, 48.2056182657], [3.0070654186, 48.2148105915], [3.0454685473, 48.2707404252], [3.0146476295, 48.306285099], [3.0431765661, 48.3322529092], [3.0461338474, 48.3579678668], [3.0786487314, 48.3612580008], [3.1079680464, 48.3534507883], [3.1378721398, 48.3722898079], [3.2002330254, 48.3636421451], [3.2233274395000002, 48.3704681802], [3.2545068384, 48.3651052632], [3.2912693273, 48.3800417573], [3.365175415, 48.3722725402], [3.3672557858, 48.3942498457], [3.3834397039, 48.3992448829], [3.4147355035, 48.3901877653], [3.4224674339, 48.4127035715], [3.3932532055, 48.4241082537], [3.4064939705, 48.4525491391], [3.3933730504, 48.4841818809], [3.4285499168, 48.4907595949], [3.4239323708000002, 48.5142512988], [3.4795428941, 48.5453437545], [3.4653533809, 48.5704719227], [3.5029892459000003, 48.6046382793], [3.5351778111, 48.6102972425], [3.5480300033, 48.626690241], [3.5280981659, 48.6429751207], [3.4605732303, 48.6530436119], [3.4426993124, 48.6723315797], [3.4715798077, 48.6857777485], [3.4638789582, 48.7072394432], [3.4697154718, 48.73788311], [3.4441666203, 48.7368368277], [3.4365080626, 48.7532372783], [3.3959259477, 48.7592878617], [3.4090548574, 48.7822116313], [3.4428063462000003, 48.7858561759], [3.4412495637, 48.8114781152], [3.4851816729, 48.8252355235], [3.4850192327, 48.8518453231]]], ""type"": ""Polygon""}";48.7093154,2.503402421
2001;11;Île-de-France;;;"{""coordinates"": [[[3.4850192327, 48.8518453231], [3.4521275594, 48.8561443605], [3.3692840489, 48.8938168454], [3.3660718099, 48.9230625668], [3.3302940035, 48.908707003], [3.3132602963, 48.9212500556], [3.304410963, 48.948779527], [3.2649258263, 48.9387881477], [3.2518896386, 48.9723337703], [3.2311562677, 48.9769453923], [3.197691223, 49.0086421437], [3.1685846938, 49.0169941965], [3.1899068492, 49.0460291722], [3.1818195845, 49.0626886881], [3.1534213943, 49.0833536887], [3.1652323745, 49.0998630469], [3.1369157459, 49.1076831444], [3.0673365334, 49.1142364681], [3.0500146673, 49.0860648441], [3.0085402021, 49.0916081605], [2.9753119203000002, 49.0739407128], [2.9014422368, 49.085340721], [2.8701627695000003, 49.0700985248], [2.809213065, 49.0975333641], [2.7838677682, 49.0889038391], [2.7872821475, 49.0755272157], [2.7537944059, 49.060778406], [2.7061849283, 49.0653092568], [2.6731445025, 49.0910913506], [2.6354283362, 49.1019855304], [2.5902992026, 49.0799040422], [2.5579330068, 49.098719837], [2.5562227745, 49.1190390827], [2.5030133518, 49.1176657715], [2.4477034751, 49.1360056324], [2.4131224269000002, 49.1524177814], [2.3912001751, 49.1493140169], [2.3459501080000003, 49.1623464195], [2.3132052631, 49.1858369584], [2.2850854979, 49.1657109739], [2.2537802876, 49.1526332929], [2.2198226692, 49.1795897184], [2.1638294851, 49.1662975198], [2.1650187749, 49.1789327468], [2.1279786185, 49.1935880206], [2.1110442124, 49.1869809072], [2.0721381947, 49.2043402858], [2.0217778062, 49.1888083686], [2.0026799923, 49.1760192252], [1.9735796087000002, 49.1838614114], [1.9619612409, 49.174324655], [1.8947051076, 49.1660942394], [1.8451894568, 49.1699643265], [1.8030754865, 49.1851083694], [1.7548581868, 49.1745912945], [1.7398899653000002, 49.1920752347], [1.7296621206, 49.2291973032], [1.7043501372, 49.2324344954], [1.674690935, 49.2116559513], [1.6527099031999999, 49.1293518325], [1.6206014461, 49.0973544937], [1.5978843741, 49.0839741401], [1.5207432746, 49.0690421432], [1.4797033899, 49.0519627049], [1.4463000571, 49.0463299507], [1.4806716484, 49.0010378183], [1.4614947013, 48.9889549829], [1.4966377348, 48.9694720022], [1.5013974067, 48.9410340374], [1.5073354256, 48.9275656034], [1.538411011, 48.922547684], [1.5387754293, 48.9047119699], [1.5607853851, 48.8877434524], [1.5459604306, 48.8723734398], [1.5842243429, 48.860358494], [1.5841891969000002, 48.8263389896], [1.5753971934000002, 48.7908803909], [1.5878942258, 48.7737488694], [1.6267527684, 48.7481037603], [1.579029927, 48.7020917979], [1.6118463019, 48.6892911767], [1.6011165576000002, 48.6683652058], [1.6213087518, 48.6496645171], [1.6512304787, 48.6382057756], [1.6635534308, 48.61687234], [1.7149744462, 48.6146683827], [1.7018522206000002, 48.5850484095], [1.7270006556, 48.5726026006], [1.7574537358, 48.5750899936], [1.7779715274, 48.5526438201], [1.7755503464, 48.5276782345], [1.7854002984, 48.4901289885], [1.8033407373, 48.4725220529], [1.8324312593, 48.467489867], [1.8459968678, 48.4472474877], [1.8707849231, 48.4398319783], [1.9064630851, 48.4397576511], [1.9294953228, 48.4571314384], [1.9397359156, 48.4198239614], [1.9733126651, 48.4013608613], [1.9836873806000002, 48.3605260756], [1.9704671416, 48.3390441652], [1.9790847818000001, 48.3186306845], [1.9592016491000002, 48.30868755], [1.9722516183, 48.2882194478], [2.0407870714, 48.2845586701], [2.0786787573, 48.293757008], [2.1556102451, 48.3040594204], [2.1805367281, 48.311743224], [2.1879929366, 48.3324090279], [2.2126021786, 48.3404930054], [2.237995829, 48.3162632587], [2.2956015467, 48.3079068102], [2.3126569287, 48.3306015829], [2.3349969995, 48.3275485663], [2.3581495566, 48.308868952], [2.3998067555, 48.3162404898], [2.4188911986, 48.3015987653], [2.4235097287, 48.2602169092], [2.4531868897, 48.2501003927], [2.4686961215, 48.255334036], [2.506634005, 48.2258136628], [2.5229816346, 48.1948610273], [2.4831561496, 48.1646006578], [2.4599146474999998, 48.1368669172], [2.4903633433, 48.1266387936], [2.5215766186, 48.1275821046], [2.5379128778, 48.1406572326], [2.5747182548, 48.1312995981], [2.6438827284, 48.1374559441], [2.6626537399, 48.1223127709], [2.7032908357, 48.1242801908], [2.7205655623, 48.1369633346], [2.7556234507, 48.1458865158], [2.7552075523, 48.1602018671], [2.7799998604000002, 48.1676219894], [2.7985530519, 48.1524283707], [2.8007816726, 48.1316316816], [2.8363213152, 48.134057416], [2.8701063784, 48.1564970373], [2.9366236841, 48.1634557975], [2.9402519357, 48.1829727346], [2.9709647621, 48.19421017], [2.9732387335, 48.2056182657], [3.0070654186, 48.2148105915], [3.0454685473, 48.2707404252], [3.0146476295, 48.306285099], [3.0431765661, 48.3322529092], [3.0461338474, 48.3579678668], [3.0786487314, 48.3612580008], [3.1079680464, 48.3534507883], [3.1378721398, 48.3722898079], [3.2002330254, 48.3636421451], [3.2233274395000002, 48.3704681802], [3.2545068384, 48.3651052632], [3.2912693273, 48.3800417573], [3.365175415, 48.3722725402], [3.3672557858, 48.3942498457], [3.3834397039, 48.3992448829], [3.4147355035, 48.3901877653], [3.4224674339, 48.4127035715], [3.3932532055, 48.4241082537], [3.4064939705, 48.4525491391], [3.3933730504, 48.4841818809], [3.4285499168, 48.4907595949], [3.4239323708000002, 48.5142512988], [3.4795428941, 48.5453437545], [3.4653533809, 48.5704719227], [3.5029892459000003, 48.6046382793], [3.5351778111, 48.6102972425], [3.5480300033, 48.626690241], [3.5280981659, 48.6429751207], [3.4605732303, 48.6530436119], [3.4426993124, 48.6723315797], [3.4715798077, 48.6857777485], [3.4638789582, 48.7072394432], [3.4697154718, 48.73788311], [3.4441666203, 48.7368368277], [3.4365080626, 48.7532372783], [3.3959259477, 48.7592878617], [3.4090548574, 48.7822116313], [3.4428063462000003, 48.7858561759], [3.4412495637, 48.8114781152], [3.4851816729, 48.8252355235], [3.4850192327, 48.8518453231]]], ""type"": ""Polygon""}";48.7093154,2.503402421
2002;11;Île-de-France;;;"{""coordinates"": [[[3.4850192327, 48.8518453231], [3.4521275594, 48.8561443605], [3.3692840489, 48.8938168454], [3.3660718099, 48.9230625668], [3.3302940035, 48.908707003], [3.3132602963, 48.9212500556], [3.304410963, 48.948779527], [3.2649258263, 48.9387881477], [3.2518896386, 48.9723337703], [3.2311562677, 48.9769453923], [3.197691223, 49.0086421437], [3.1685846938, 49.0169941965], [3.1899068492, 49.0460291722], [3.1818195845, 49.0626886881], [3.1534213943, 49.0833536887], [3.1652323745, 49.0998630469], [3.1369157459, 49.1076831444], [3.0673365334, 49.1142364681], [3.0500146673, 49.0860648441], [3.0085402021, 49.0916081605], [2.9753119203000002, 49.0739407128], [2.9014422368, 49.085340721], [2.8701627695000003, 49.0700985248], [2.809213065, 49.0975333641], [2.7838677682, 49.0889038391], [2.7872821475, 49.0755272157], [2.7537944059, 49.060778406], [2.7061849283, 49.0653092568], [2.6731445025, 49.0910913506], [2.6354283362, 49.1019855304], [2.5902992026, 49.0799040422], [2.5579330068, 49.098719837], [2.5562227745, 49.1190390827], [2.5030133518, 49.1176657715], [2.4477034751, 49.1360056324], [2.4131224269000002, 49.1524177814], [2.3912001751, 49.1493140169], [2.3459501080000003, 49.1623464195], [2.3132052631, 49.1858369584], [2.2850854979, 49.1657109739], [2.2537802876, 49.1526332929], [2.2198226692, 49.1795897184], [2.1638294851, 49.1662975198], [2.1650187749, 49.1789327468], [2.1279786185, 49.1935880206], [2.1110442124, 49.1869809072], [2.0721381947, 49.2043402858], [2.0217778062, 49.1888083686], [2.0026799923, 49.1760192252], [1.9735796087000002, 49.1838614114], [1.9619612409, 49.174324655], [1.8947051076, 49.1660942394], [1.8451894568, 49.1699643265], [1.8030754865, 49.1851083694], [1.7548581868, 49.1745912945], [1.7398899653000002, 49.1920752347], [1.7296621206, 49.2291973032], [1.7043501372, 49.2324344954], [1.674690935, 49.2116559513], [1.6527099031999999, 49.1293518325], [1.6206014461, 49.0973544937], [1.5978843741, 49.0839741401], [1.5207432746, 49.0690421432], [1.4797033899, 49.0519627049], [1.4463000571, 49.0463299507], [1.4806716484, 49.0010378183], [1.4614947013, 48.9889549829], [1.4966377348, 48.9694720022], [1.5013974067, 48.9410340374], [1.5073354256, 48.9275656034], [1.538411011, 48.922547684], [1.5387754293, 48.9047119699], [1.5607853851, 48.8877434524], [1.5459604306, 48.8723734398], [1.5842243429, 48.860358494], [1.5841891969000002, 48.8263389896], [1.5753971934000002, 48.7908803909], [1.5878942258, 48.7737488694], [1.6267527684, 48.7481037603], [1.579029927, 48.7020917979], [1.6118463019, 48.6892911767], [1.6011165576000002, 48.6683652058], [1.6213087518, 48.6496645171], [1.6512304787, 48.6382057756], [1.6635534308, 48.61687234], [1.7149744462, 48.6146683827], [1.7018522206000002, 48.5850484095], [1.7270006556, 48.5726026006], [1.7574537358, 48.5750899936], [1.7779715274, 48.5526438201], [1.7755503464, 48.5276782345], [1.7854002984, 48.4901289885], [1.8033407373, 48.4725220529], [1.8324312593, 48.467489867], [1.8459968678, 48.4472474877], [1.8707849231, 48.4398319783], [1.9064630851, 48.4397576511], [1.9294953228, 48.4571314384], [1.9397359156, 48.4198239614], [1.9733126651, 48.4013608613], [1.9836873806000002, 48.3605260756], [1.9704671416, 48.3390441652], [1.9790847818000001, 48.3186306845], [1.9592016491000002, 48.30868755], [1.9722516183, 48.2882194478], [2.0407870714, 48.2845586701], [2.0786787573, 48.293757008], [2.1556102451, 48.3040594204], [2.1805367281, 48.311743224], [2.1879929366, 48.3324090279], [2.2126021786, 48.3404930054], [2.237995829, 48.3162632587], [2.2956015467, 48.3079068102], [2.3126569287, 48.3306015829], [2.3349969995, 48.3275485663], [2.3581495566, 48.308868952], [2.3998067555, 48.3162404898], [2.4188911986, 48.3015987653], [2.4235097287, 48.2602169092], [2.4531868897, 48.2501003927], [2.4686961215, 48.255334036], [2.506634005, 48.2258136628], [2.5229816346, 48.1948610273], [2.4831561496, 48.1646006578], [2.4599146474999998, 48.1368669172], [2.4903633433, 48.1266387936], [2.5215766186, 48.1275821046], [2.5379128778, 48.1406572326], [2.5747182548, 48.1312995981], [2.6438827284, 48.1374559441], [2.6626537399, 48.1223127709], [2.7032908357, 48.1242801908], [2.7205655623, 48.1369633346], [2.7556234507, 48.1458865158], [2.7552075523, 48.1602018671], [2.7799998604000002, 48.1676219894], [2.7985530519, 48.1524283707], [2.8007816726, 48.1316316816], [2.8363213152, 48.134057416], [2.8701063784, 48.1564970373], [2.9366236841, 48.1634557975], [2.9402519357, 48.1829727346], [2.9709647621, 48.19421017], [2.9732387335, 48.2056182657], [3.0070654186, 48.2148105915], [3.0454685473, 48.2707404252], [3.0146476295, 48.306285099], [3.0431765661, 48.3322529092], [3.0461338474, 48.3579678668], [3.0786487314, 48.3612580008], [3.1079680464, 48.3534507883], [3.1378721398, 48.3722898079], [3.2002330254, 48.3636421451], [3.2233274395000002, 48.3704681802], [3.2545068384, 48.3651052632], [3.2912693273, 48.3800417573], [3.365175415, 48.3722725402], [3.3672557858, 48.3942498457], [3.3834397039, 48.3992448829], [3.4147355035, 48.3901877653], [3.4224674339, 48.4127035715], [3.3932532055, 48.4241082537], [3.4064939705, 48.4525491391], [3.3933730504, 48.4841818809], [3.4285499168, 48.4907595949], [3.4239323708000002, 48.5142512988], [3.4795428941, 48.5453437545], [3.4653533809, 48.5704719227], [3.5029892459000003, 48.6046382793], [3.5351778111, 48.6102972425], [3.5480300033, 48.626690241], [3.5280981659, 48.6429751207], [3.4605732303, 48.6530436119], [3.4426993124, 48.6723315797], [3.4715798077, 48.6857777485], [3.4638789582, 48.7072394432], [3.4697154718, 48.73788311], [3.4441666203, 48.7368368277], [3.4365080626, 48.7532372783], [3.3959259477, 48.7592878617], [3.4090548574, 48.7822116313], [3.4428063462000003, 48.7858561759], [3.4412495637, 48.8114781152], [3.4851816729, 48.8252355235], [3.4850192327, 48.8518453231]]], ""type"": ""Polygon""}";48.7093154,2.503402421
2006;11;Île-de-France;0.1;;"{""coordinates"": [[[3.4850192327, 48.8518453231], [3.4521275594, 48.8561443605], [3.3692840489, 48.8938168454], [3.3660718099, 48.9230625668], [3.3302940035, 48.908707003], [3.3132602963, 48.9212500556], [3.304410963, 48.948779527], [3.2649258263, 48.9387881477], [3.2518896386, 48.9723337703], [3.2311562677, 48.9769453923], [3.197691223, 49.0086421437], [3.1685846938, 49.0169941965], [3.1899068492, 49.0460291722], [3.1818195845, 49.0626886881], [3.1534213943, 49.0833536887], [3.1652323745, 49.0998630469], [3.1369157459, 49.1076831444], [3.0673365334, 49.1142364681], [3.0500146673, 49.0860648441], [3.0085402021, 49.0916081605], [2.9753119203000002, 49.0739407128], [2.9014422368, 49.085340721], [2.8701627695000003, 49.0700985248], [2.809213065, 49.0975333641], [2.7838677682, 49.0889038391], [2.7872821475, 49.0755272157], [2.7537944059, 49.060778406], [2.7061849283, 49.0653092568], [2.6731445025, 49.0910913506], [2.6354283362, 49.1019855304], [2.5902992026, 49.0799040422], [2.5579330068, 49.098719837], [2.5562227745, 49.1190390827], [2.5030133518, 49.1176657715], [2.4477034751, 49.1360056324], [2.4131224269000002, 49.1524177814], [2.3912001751, 49.1493140169], [2.3459501080000003, 49.1623464195], [2.3132052631, 49.1858369584], [2.2850854979, 49.1657109739], [2.2537802876, 49.1526332929], [2.2198226692, 49.1795897184], [2.1638294851, 49.1662975198], [2.1650187749, 49.1789327468], [2.1279786185, 49.1935880206], [2.1110442124, 49.1869809072], [2.0721381947, 49.2043402858], [2.0217778062, 49.1888083686], [2.0026799923, 49.1760192252], [1.9735796087000002, 49.1838614114], [1.9619612409, 49.174324655], [1.8947051076, 49.1660942394], [1.8451894568, 49.1699643265], [1.8030754865, 49.1851083694], [1.7548581868, 49.1745912945], [1.7398899653000002, 49.1920752347], [1.7296621206, 49.2291973032], [1.7043501372, 49.2324344954], [1.674690935, 49.2116559513], [1.6527099031999999, 49.1293518325], [1.6206014461, 49.0973544937], [1.5978843741, 49.0839741401], [1.5207432746, 49.0690421432], [1.4797033899, 49.0519627049], [1.4463000571, 49.0463299507], [1.4806716484, 49.0010378183], [1.4614947013, 48.9889549829], [1.4966377348, 48.9694720022], [1.5013974067, 48.9410340374], [1.5073354256, 48.9275656034], [1.538411011, 48.922547684], [1.5387754293, 48.9047119699], [1.5607853851, 48.8877434524], [1.5459604306, 48.8723734398], [1.5842243429, 48.860358494], [1.5841891969000002, 48.8263389896], [1.5753971934000002, 48.7908803909], [1.5878942258, 48.7737488694], [1.6267527684, 48.7481037603], [1.579029927, 48.7020917979], [1.6118463019, 48.6892911767], [1.6011165576000002, 48.6683652058], [1.6213087518, 48.6496645171], [1.6512304787, 48.6382057756], [1.6635534308, 48.61687234], [1.7149744462, 48.6146683827], [1.7018522206000002, 48.5850484095], [1.7270006556, 48.5726026006], [1.7574537358, 48.5750899936], [1.7779715274, 48.5526438201], [1.7755503464, 48.5276782345], [1.7854002984, 48.4901289885], [1.8033407373, 48.4725220529], [1.8324312593, 48.467489867], [1.8459968678, 48.4472474877], [1.8707849231, 48.4398319783], [1.9064630851, 48.4397576511], [1.9294953228, 48.4571314384], [1.9397359156, 48.4198239614], [1.9733126651, 48.4013608613], [1.9836873806000002, 48.3605260756], [1.9704671416, 48.3390441652], [1.9790847818000001, 48.3186306845], [1.9592016491000002, 48.30868755], [1.9722516183, 48.2882194478], [2.0407870714, 48.2845586701], [2.0786787573, 48.293757008], [2.1556102451, 48.3040594204], [2.1805367281, 48.311743224], [2.1879929366, 48.3324090279], [2.2126021786, 48.3404930054], [2.237995829, 48.3162632587], [2.2956015467, 48.3079068102], [2.3126569287, 48.3306015829], [2.3349969995, 48.3275485663], [2.3581495566, 48.308868952], [2.3998067555, 48.3162404898], [2.4188911986, 48.3015987653], [2.4235097287, 48.2602169092], [2.4531868897, 48.2501003927], [2.4686961215, 48.255334036], [2.506634005, 48.2258136628], [2.5229816346, 48.1948610273], [2.4831561496, 48.1646006578], [2.4599146474999998, 48.1368669172], [2.4903633433, 48.1266387936], [2.5215766186, 48.1275821046], [2.5379128778, 48.1406572326], [2.5747182548, 48.1312995981], [2.6438827284, 48.1374559441], [2.6626537399, 48.1223127709], [2.7032908357, 48.1242801908], [2.7205655623, 48.1369633346], [2.7556234507, 48.1458865158], [2.7552075523, 48.1602018671], [2.7799998604000002, 48.1676219894], [2.7985530519, 48.1524283707], [2.8007816726, 48.1316316816], [2.8363213152, 48.134057416], [2.8701063784, 48.1564970373], [2.9366236841, 48.1634557975], [2.9402519357, 48.1829727346], [2.9709647621, 48.19421017], [2.9732387335, 48.2056182657], [3.0070654186, 48.2148105915], [3.0454685473, 48.2707404252], [3.0146476295, 48.306285099], [3.0431765661, 48.3322529092], [3.0461338474, 48.3579678668], [3.0786487314, 48.3612580008], [3.1079680464, 48.3534507883], [3.1378721398, 48.3722898079], [3.2002330254, 48.3636421451], [3.2233274395000002, 48.3704681802], [3.2545068384, 48.3651052632], [3.2912693273, 48.3800417573], [3.365175415, 48.3722725402], [3.3672557858, 48.3942498457], [3.3834397039, 48.3992448829], [3.4147355035, 48.3901877653], [3.4224674339, 48.4127035715], [3.3932532055, 48.4241082537], [3.4064939705, 48.4525491391], [3.3933730504, 48.4841818809], [3.4285499168, 48.4907595949], [3.4239323708000002, 48.5142512988], [3.4795428941, 48.5453437545], [3.4653533809, 48.5704719227], [3.5029892459000003, 48.6046382793], [3.5351778111, 48.6102972425], [3.5480300033, 48.626690241], [3.5280981659, 48.6429751207], [3.4605732303, 48.6530436119], [3.4426993124, 48.6723315797], [3.4715798077, 48.6857777485], [3.4638789582, 48.7072394432], [3.4697154718, 48.73788311], [3.4441666203, 48.7368368277], [3.4365080626, 48.7532372783], [3.3959259477, 48.7592878617], [3.4090548574, 48.7822116313], [3.4428063462000003, 48.7858561759], [3.4412495637, 48.8114781152], [3.4851816729, 48.8252355235], [3.4850192327, 48.8518453231]]], ""type"": ""Polygon""}";48.7093154,2.503402421
